"","OBJECTID","GlobalID","CreationDate","Creator","Memorial","Is it a memorial?","Diameter at Breast Heigh (DBH)","Common Species Name","Height (ft)","SPECIES","SPECIES_BIN","x","y"
"245",256,"898db7f2-5c88-46ba-b1a2-834d9ca71f28","3/14/2024 2:26:37 AM","areynol1@macalester.edu_MacGIS",NA,"No",5.58,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1690644377857,44.9400316294565
"246",257,"bcd04848-4b81-4f25-8393-f9b3d68a12f2","3/14/2024 2:31:42 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.51,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1691845479291,44.9400262487301
"247",258,"48e7e68b-a10d-4527-ab3d-9ccb916d270f","3/14/2024 2:33:01 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.78,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1695147605427,44.9398976719833
"248",259,"4e4c1483-5be1-4cf4-8a8b-3499c63468bb","3/14/2024 2:33:36 AM","areynol1@macalester.edu_MacGIS",NA,"No",0.74,"River birch",NA,"River birch","Betula nigra",-93.1696714222367,44.9399278173382
"249",260,"d5c6e24a-52e5-4b20-8298-895a4fde09e0","3/14/2024 2:34:22 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.7,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1696729430844,44.9398675259767
"250",261,"e7578fca-8010-457e-8967-061cc8027601","3/14/2024 2:35:16 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.62,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1696800757078,44.9397856530589
"251",262,"20428728-e002-4b2d-a2c1-fecb7c6d9334","3/14/2024 2:37:04 AM","areynol1@macalester.edu_MacGIS",NA,"No",6.48,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1695143419278,44.9397902535929
"252",263,"162ea1a1-59d5-4312-9e09-f5c17e7c943a","3/14/2024 2:37:54 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.7,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1695186754007,44.9396909582808
"253",264,"f3975284-7610-4984-963f-f86ecff06848","3/14/2024 2:38:34 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.66,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1696735763967,44.9397009255906
"254",265,"b8e497e5-5167-418c-83bb-3e53836ca243","3/14/2024 2:39:15 AM","areynol1@macalester.edu_MacGIS",NA,"No",0.64,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1696724930285,44.9396372848442
"255",266,"83a986b5-dde0-4cee-bde8-8bd65accbe3b","3/14/2024 2:40:00 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.04,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1695170503484,44.9395954964823
"256",267,"31c69a84-5952-4ad0-ac1b-b6490eb7cadd","3/14/2024 2:40:50 AM","areynol1@macalester.edu_MacGIS","Jimm Crowder","Yes",0.79,"Red pine",NA,"Red pine","Pinus resinosa",-93.1694146855251,44.9399117844981
"257",268,"347473a9-28ec-439b-aa43-a757113304e0","3/14/2024 2:41:24 AM","areynol1@macalester.edu_MacGIS",NA,"No",14.97,"Black walnut",NA,"Black walnut","Juglans nigra",-93.1693085298114,44.9399539560595
"258",269,"a64e8f29-bdef-4122-b9b8-d6ae816e2d39","3/14/2024 2:42:29 AM","areynol1@macalester.edu_MacGIS",NA,"No",13.51,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1693047389209,44.9398358754823
"259",270,"f414dd3f-e5ce-4273-9c12-91fb18c69a2c","3/14/2024 2:43:59 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.72,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1694011452188,44.939805204849
"260",271,"40e21654-eeae-4838-afab-96aee8093391","3/14/2024 2:44:35 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.169371989498,44.9397834624796
"261",272,"5ab5e652-8422-4a47-b692-d747c28487ea","3/14/2024 2:45:57 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1694023202152,44.9397351565304
"262",273,"3d0f65b9-81c8-4a8c-bb00-13b12b978b32","3/14/2024 2:46:21 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1693600742441,44.9397397570684
"263",274,"6c509d6c-cc49-4dfd-b561-3a69a080e831","3/14/2024 2:46:43 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.46,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.169335160368,44.9397635266152
"264",275,"82a27fa4-385b-4376-940e-58595350d5be","3/14/2024 2:47:06 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.21,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1692837066651,44.9397708105318
"265",276,"b464cc22-de9b-4f97-945b-c9f8dd3193bc","3/15/2024 12:47:28 AM","areynol1@macalester.edu_MacGIS",NA,"No",11.69,"White ash",NA,"White ash","Fraxinus americana",-93.1693730791544,44.9396666946304
"266",277,"f96499dd-fcde-4bd2-ad55-8b0ab1785ebc","3/15/2024 12:48:29 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.97,"Lilac",NA,"Lilac","Syringa sp.",-93.1693479406995,44.9396438159025
"267",278,"0dd27547-59aa-4787-bd9a-af2a2d5ea76f","3/15/2024 12:49:01 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Swamp white oak",NA,"Swamp white oak","Quercus bicolor",-93.1694260510101,44.9396368251075
"268",279,"0327a7ae-c055-4728-94be-ef80e15544dd","3/15/2024 12:51:43 AM","areynol1@macalester.edu_MacGIS",NA,"No",1.81,"Swamp white oak",NA,"Swamp white oak","Quercus bicolor",-93.1694197663964,44.9395853472942
"269",280,"ab1d0e50-7d49-4a0d-b93d-842518d00b5a","3/15/2024 12:52:10 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.74,"Swamp white oak",NA,"Swamp white oak","Quercus bicolor",-93.1694206638133,44.9395605615462
"270",281,"58774e2c-6c05-4e50-b4a5-d795fe405f28","3/15/2024 12:52:54 AM","areynol1@macalester.edu_MacGIS",NA,"No",0.59,"Lilac",NA,"Lilac","Syringa sp.",-93.1694107877351,44.9396603390758
"271",284,"7ff909cb-699d-4afd-9d0d-7755b521e264","3/15/2024 1:01:02 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1691696969808,44.9398545961716
"272",285,"68061ec2-25f9-43c7-9c87-b8b17195c782","3/15/2024 1:01:23 AM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.1691251935433,44.9398779568058
"273",286,"f1083a40-0781-4ce5-bb2b-2fb12bc12ce6","3/15/2024 1:01:39 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.46,"Japanese yew",NA,"Japanese yew","Taxus cuspidata",-93.169089691225,44.9398705234731
"274",287,"674971ea-16f7-4865-8004-1fc20872417f","3/15/2024 1:02:04 AM","areynol1@macalester.edu_MacGIS",NA,"No",10.83,"White ash",NA,"White ash","Fraxinus americana",-93.16912469408,44.9398354825137
"275",288,"08fa143f-50d3-47ca-8353-46304bba7972","3/15/2024 1:02:45 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.41,"Ironwood",NA,"Ironwood","Ostrya virginiana",-93.1690081843843,44.9398301729866
"276",289,"717f6d99-2149-456c-bf59-18a651b4d521","3/15/2024 1:03:24 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.75,"White spruce",NA,"White spruce","Picea glauca",-93.1689986838019,44.9399367125294
"277",290,"7b7eae66-9e09-4481-b374-0a0c3b43eafd","3/15/2024 1:03:46 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.28,"White spruce",NA,"White spruce","Picea glauca",-93.1689971836153,44.9399558261536
"278",291,"5b1589d7-f88a-4ea3-b649-5d8444a04781","3/15/2024 1:04:23 AM","areynol1@macalester.edu_MacGIS",NA,"No",4.74,"White spruce",NA,"White spruce","Picea glauca",-93.1689526801779,44.9399455613008
"279",292,"7224a600-ad47-42ca-b628-91ca3abe937d","3/15/2024 1:05:01 AM","areynol1@macalester.edu_MacGIS",NA,"No",12.76,"White spruce",NA,"White spruce","Picea glauca",-93.1689041756441,44.9399586576833
"280",293,"48782680-fa18-4bad-bf33-04cdc290dff3","3/15/2024 1:05:30 AM","areynol1@macalester.edu_MacGIS",NA,"No",5.58,"White spruce",NA,"White spruce","Picea glauca",-93.1688571721952,44.93997069216
"281",294,"fbd65810-909d-4d15-90d5-8195f78ca820","3/15/2024 1:06:56 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.85,"White spruce",NA,"White spruce","Picea glauca",-93.1688296702727,44.9399275102128
"282",295,"5e826e94-50c1-47a5-95d0-572dccd26ead","3/15/2024 1:07:18 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.01,"White spruce",NA,"White spruce","Picea glauca",-93.1687646645855,44.9399211387903
"283",296,"c6ff738c-ff18-4d32-91a5-9cb028aacdef","3/15/2024 1:08:08 AM","areynol1@macalester.edu_MacGIS",NA,"No",17.09,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1687194865133,44.9399758255382
"284",297,"533f5b00-d8ff-414a-ad8f-7c870347239c","3/15/2024 1:08:34 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.96,"White spruce",NA,"White spruce","Picea glauca",-93.1686744791209,44.9399565841108
"285",298,"6dd3d09a-df23-42f6-a5e0-0e64feacf2cf","3/15/2024 1:08:57 AM","areynol1@macalester.edu_MacGIS",NA,"No",3.36,"White spruce",NA,"White spruce","Picea glauca",-93.1685737671978,44.9399427049715
"286",299,"21280e2f-66ba-48bb-aae9-b6de9810dfbf","3/15/2024 1:10:19 AM","areynol1@macalester.edu_MacGIS",NA,"No",5.04,"White spruce",NA,"White spruce","Picea glauca",-93.1684516789641,44.9399379098733
"287",300,"3a41f38a-17c8-4d27-afb2-5dd1da1185d8","3/15/2024 1:10:42 AM","areynol1@macalester.edu_MacGIS",NA,"No",0.82,"Ironwood",NA,"Ironwood","Ostrya virginiana",-93.1684004983491,44.9398747227657
"288",301,"822a5623-9092-4a1c-bb84-1fcced7d1c12","3/15/2024 1:11:53 AM","areynol1@macalester.edu_MacGIS","David S. Taylor: Allan ‘59 and Emily ‘60 Clark Taylor","Yes",9.55,"Blue spruce",48,"Blue spruce","Picea pungens",-93.1683198395181,44.9398151053724
"289",302,"fa409ecc-e786-4eef-bbcc-ecb1900ccd6b","3/15/2024 1:25:52 AM","areynol1@macalester.edu_MacGIS",NA,"No",0.71,"Red pine",NA,"Red pine","Pinus resinosa",-93.1677322254396,44.9399187758954
"290",303,"0ca736a7-d49c-42f1-8d47-b15e5b7a14c7","4/9/2024 5:11:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",24.2,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1689346689564,44.93831561445
"291",304,"fa9d8642-8b68-425d-80a2-51deb2334521","4/9/2024 5:13:02 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.5,"Crabapple",NA,"Crabapple","Malus sp.",-93.1689161825262,44.9381777085487
"292",305,"1d8a9302-22c6-44a6-bad4-c6a89d31715d","4/9/2024 5:13:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.25,"Japanese maple",NA,"Japanese maple","Acer palmatum",-93.1688262970988,44.9382293574064
"293",306,"2adb8fd2-8c52-40b1-b731-b39243ae76a1","4/9/2024 5:14:39 PM","areynol1@macalester.edu_MacGIS","Roger L. Sempel, Class of 1967","Yes",15.9,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1687352187088,44.9382876849564
"294",307,"c66d22cf-29e2-4464-b01d-7d38b901384b","4/9/2024 5:15:52 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.28,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1687345350909,44.9383495734198
"295",308,"94266e6a-810f-4bc3-b095-18d54113ffc3","4/9/2024 5:17:21 PM","areynol1@macalester.edu_MacGIS","Professor Karen J. Warren, member of Macalester’s Philosophy Department (1985-2009)","Yes",11.5,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.168629911903,44.9382496651627
"296",309,"9c42e4e3-026a-4ddd-9c9a-281100e5a757","4/9/2024 5:19:53 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.64,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1686011487459,44.9382370141487
"297",310,"139eeea5-083a-4865-8d87-a2032cd14bb3","4/9/2024 5:23:18 PM","areynol1@macalester.edu_MacGIS","Gerald Simonson","Yes",7.56,"Saucer magnolia",NA,"Saucer magnolia","Magnolia sp.",-93.1685663516051,44.9382481065987
"298",311,"aa4a74d1-4bb5-41f6-a08d-4725cdcff366","4/9/2024 5:25:40 PM","areynol1@macalester.edu_MacGIS","The Peace Process between Israelis and Palestinians; October 27, 1987","Yes",6.7,"Smoketree",NA,"Smoketree","Cotinus coggygria",-93.1686304967063,44.938200799612
"299",312,"4313e8a6-ab45-40f7-b240-5ea4cd2360b1","4/9/2024 5:26:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",29,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1687190517287,44.9381670332289
"300",313,"67204883-5f02-4649-b035-aad6a3477bc4","4/9/2024 5:28:36 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.19,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1687081497744,44.9382134665312
"301",314,"6a19eca0-0222-4644-a12c-462941a8d5ce","4/9/2024 5:30:48 PM","areynol1@macalester.edu_MacGIS","Henry R. West, member of Macalester’s Philosophy Department (1965-2008)","Yes",2.1,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1687599708882,44.938274740806
"302",315,"9658da64-7705-4200-90fb-a84697c72809","4/9/2024 5:31:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.2,"Crabapple",NA,"Crabapple","Malus sp.",-93.1687388398177,44.9380329633039
"303",316,"3e5a3919-1cab-4b83-aacf-8614e400a678","4/9/2024 5:32:07 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.28,"Red maple",NA,"Red maple","Acer rubrum",-93.1687661378226,44.9381022220153
"304",317,"816c8ec3-daef-493e-8ce0-1bda0b2af99d","4/9/2024 5:32:35 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.62,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.168623523983,44.9379537165491
"305",318,"18e1177e-9dc8-41fa-85fb-e45085018efe","4/9/2024 5:34:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.95,"White oak",NA,"White oak","Quercus alba",-93.1688085939995,44.9380553473145
"306",319,"a0fb8b8d-2b4c-48d6-aa5f-58a7335318fd","4/9/2024 5:34:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",11.08,"Crabapple",NA,"Crabapple","Malus sp.",-93.1687864514261,44.9379919667317
"307",320,"5c4a2f16-5a7b-4a83-b007-e5aaac677203","4/9/2024 5:35:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",32.55,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1687894634773,44.937917215682
"308",321,"2b9a27e2-1034-4555-84a2-4f73b373f168","4/9/2024 5:36:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.83,"Amur corktree",NA,"Amur corktree","Phellodendron amurense",-93.1688537478173,44.9378539074386
"309",322,"8a942871-5e6f-4a29-a766-ff26481277ed","4/9/2024 5:36:57 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.35,"American sycamore",NA,"American sycamore","Platanus occidentalis",-93.1688450072096,44.9379369881272
"310",323,"4a865726-fe39-48cf-9edc-3ca0321e0096","4/9/2024 5:37:37 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.25,"Crabapple",NA,"Crabapple","Malus sp.",-93.1688600450074,44.937989346857
"311",324,"e5f29881-1fb7-4d70-bf61-d6f07350d5a4","4/9/2024 5:39:32 PM","areynol1@macalester.edu_MacGIS","James Richard Smail, Professor of Biology (1963-1993) from Jeffrey Davis Pardun (1993) and Frank A. and Judy P. Pardun","Yes",3.59,"Star magnolia",NA,"Star magnolia","Magnolia stellata",-93.1688904691495,44.9380368333392
"312",325,"a3abf918-cbca-4c3e-b09b-8fd548b1f080","4/9/2024 5:40:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.79,"Gray alder",NA,"Gray alder","Alnus incana",-93.1688377281608,44.9381029755458
"313",326,"5a8657be-9e3a-4d2e-a2a6-6fe1d4a49ede","4/9/2024 5:41:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.6,"Crabapple",NA,"Crabapple","Malus sp.",-93.1689581320533,44.938367714664
"314",327,"d3e762ed-8517-4504-a049-b97876fdcc42","4/9/2024 5:41:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.7,"Crabapple",NA,"Crabapple","Malus sp.",-93.1689172030123,44.9383729060513
"315",328,"f18bda69-e436-4593-a106-fccc9d1fb19c","5/29/2024 4:30:15 PM","msmith18@macalester.edu_MacGIS",NA,"No",21,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1687333915355,44.9389241022971
"316",329,"38089650-1fca-4e96-a487-8162eede81fb","5/29/2024 4:31:08 PM","msmith18@macalester.edu_MacGIS",NA,"No",6.5,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1688353359472,44.9388656927289
"317",330,"b8ca3509-f99c-404c-8641-ce8c045b95e9","5/29/2024 4:33:18 PM","msmith18@macalester.edu_MacGIS","Mary Wurtele Vaughan","Yes",8,"Northern pin oak",NA,"Pin oak","Quercus palustris",-93.1685482146195,44.9388293717604
"318",331,"bd9fd912-a89d-4121-89c4-d7bb56066526","5/29/2024 4:34:45 PM","msmith18@macalester.edu_MacGIS","Sarah Katherine Smith","Yes",21.5,"American basswood",NA,"American basswood","Tilia americana",-93.1683894311048,44.9388980750222
"319",332,"971b1df6-feef-49d9-addb-41f86f0fed95","5/29/2024 4:36:10 PM","msmith18@macalester.edu_MacGIS",NA,"No",24.5,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1682495930595,44.9389393214849
"320",333,"ca995be4-aead-4174-bd30-2b648169f4d1","5/29/2024 4:37:48 PM","msmith18@macalester.edu_MacGIS",NA,"No",7.5,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681231524883,44.93896765381
"321",334,"a1f5bf7b-01a1-4adf-b37b-24173837ffcb","5/29/2024 4:38:59 PM","msmith18@macalester.edu_MacGIS",NA,"No",4.5,"Red maple",NA,"Red maple","Acer rubrum",-93.1679592153388,44.9389820361669
"322",335,"6d4c84b2-fa38-4285-a4fb-c6b119f104c6","5/29/2024 4:40:29 PM","msmith18@macalester.edu_MacGIS",NA,"No",34.25,"American basswood",NA,"American basswood","Tilia americana",-93.1680503575093,44.9390887985697
"323",336,"7caee424-12ac-4119-aba5-1f43eda96920","5/29/2024 4:41:59 PM","msmith18@macalester.edu_MacGIS","Robert D Friedlander","Yes",13.25,"White ash",NA,"White ash","Fraxinus americana",-93.1679848927829,44.9391665214639
"324",337,"951540ae-f9c3-4724-b294-26948df170a3","5/29/2024 4:43:07 PM","msmith18@macalester.edu_MacGIS",NA,"No",2.25,"Red maple",NA,"Red maple","Acer rubrum",-93.1679527869947,44.9392362945052
"325",338,"6ef211a9-da53-4b78-8d3f-a62ee768c0b3","5/29/2024 4:44:08 PM","msmith18@macalester.edu_MacGIS","Thad Wilderson","Yes",7.5,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1681461799023,44.9392373831285
"326",339,"30fb5ccb-cd4e-447d-950c-dce64a413d7c","5/29/2024 4:46:32 PM","msmith18@macalester.edu_MacGIS",NA,"No",57.75,"American elm",103.8,"American elm","Ulmus americana",-93.1682629339398,44.939099236535
"327",340,"d7dff437-4cf5-45bf-9e04-0453533b5e8a","5/29/2024 4:48:02 PM","msmith18@macalester.edu_MacGIS",NA,"No",44.5,"American elm",NA,"American elm","Ulmus americana",-93.1682937784934,44.939181171476
"328",341,"51282f02-8116-4ed0-81c9-df87ea00bf43","5/29/2024 4:52:25 PM","msmith18@macalester.edu_MacGIS",NA,"No",47.5,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1684851510899,44.9392118017464
"329",342,"da105b6f-ebac-4349-abc7-011fa67ae1f0","5/29/2024 4:55:26 PM","msmith18@macalester.edu_MacGIS",NA,"No",30.5,"Black walnut",70.7,"Black walnut","Juglans nigra",-93.1684939312235,44.938952765924
"330",343,"83e27c3b-bf79-466d-9dcc-4a6d764a9b05","5/29/2024 4:59:13 PM","msmith18@macalester.edu_MacGIS","Martha McIlhany Kendall","Yes",18,"American elm",NA,"American elm","Ulmus americana",-93.1688204643377,44.9390175997051
"331",344,"57c6f02f-db4b-4227-944a-bc770e44f2e8","5/29/2024 5:00:50 PM","msmith18@macalester.edu_MacGIS",NA,"No",2.75,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1688894289004,44.9389463759528
"332",345,"afbd15b0-f394-46a3-8afd-ac1fa5c3ee2f","5/29/2024 5:01:39 PM","msmith18@macalester.edu_MacGIS",NA,"No",20.75,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1689454756893,44.9388592734975
"333",346,"c30d6132-17a2-4b97-98f1-d199959da234","5/29/2024 5:05:41 PM","msmith18@macalester.edu_MacGIS",NA,"No",5,"Fringe tree",NA,"Fringetree","Chionanthus virginicus",-93.1690054822519,44.9387880018575
"334",347,"d4dde59a-1b4a-4297-8af7-d027bbc1e742","5/29/2024 5:07:49 PM","msmith18@macalester.edu_MacGIS",NA,"No",32,"American elm",NA,"American elm","Ulmus americana",-93.1690616395336,44.9389119499629
"335",348,"4f9c97e3-44fb-40d4-92c8-f0627e90227b","5/29/2024 5:09:08 PM","msmith18@macalester.edu_MacGIS",NA,"No",17.75,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1690356431876,44.9390241047627
"336",349,"a941c205-2b32-48e6-b2b3-f287ac3376ae","5/29/2024 5:10:30 PM","msmith18@macalester.edu_MacGIS",NA,"No",9,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1690000330714,44.93908552824
"337",350,"976c18c9-d1c3-4ade-a0df-51f7c67013fe","5/29/2024 5:13:31 PM","msmith18@macalester.edu_MacGIS",NA,"No",30,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1688764599226,44.9391107256072
"338",351,"f2dd6d7c-15e6-48ac-a3a0-df018b224551","5/29/2024 5:15:56 PM","msmith18@macalester.edu_MacGIS","Gary W. Ravlin","Yes",24,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1689754309107,44.9393736376568
"339",352,"e8ac84cb-0b3e-45e9-8764-9c2123a6aee1","5/29/2024 5:19:06 PM","msmith18@macalester.edu_MacGIS","Joshua Bonner","Yes",15,"Sugar maple",36.6,"Sugar maple","Acer saccharum",-93.1684366366747,44.939428751599
"340",353,"97c17871-ec84-4934-a36b-4f5d8fc5ca30","5/29/2024 5:20:57 PM","msmith18@macalester.edu_MacGIS","Calvin J. Roetzel","Yes",3.75,"Bur oak",NA,"Bur oak","Quercus macrocarpa",-93.1682425367929,44.9394178654009
"341",354,"83331b19-3cfa-481a-b2e9-93483e0068a8","5/29/2024 5:25:11 PM","areynol1@macalester.edu_MacGIS","Armin Herbert Steinhauser","Yes",21,"Black maple",NA,"Black maple","Acer nigrum",-93.1682733139729,44.939534152399
"342",355,"2a606ac8-17be-4f1e-a298-eb7b57636b19","5/29/2024 5:25:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.5,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1683891598136,44.9395330707759
"343",356,"42c0647d-73af-4af5-b6b9-67652ac9d746","5/29/2024 5:26:58 PM","areynol1@macalester.edu_MacGIS","Todd Warner ‘84","Yes",9.5,"White oak",NA,"White oak","Quercus alba",-93.1683959789249,44.9395908883022
"344",357,"7b3a093a-a917-4ab2-8361-d9643c185629","5/29/2024 5:29:14 PM","areynol1@macalester.edu_MacGIS","Timothy Aaron Haviland","Yes",18,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683365634537,44.9396800085452
"345",358,"391b803c-c413-4053-9a8d-13900c5064f2","5/29/2024 5:30:38 PM","areynol1@macalester.edu_MacGIS","David Steele ‘80","Yes",2.25,"Ironwood",NA,"Ironwood","Ostrya virginiana",-93.1681445341887,44.9396630008419
"346",359,"2f3db84f-364a-4181-8c7e-d6c6838aa99a","6/6/2024 5:51:51 PM","mbell5@macalester.edu_MacGIS","Jean Probst","Yes",10.5,"Lily magnolia",NA,"Lily magnolia","Magnolia liliiflora",-93.1685082827085,44.938048480325
"347",360,"a19252f3-3b1a-4c6a-b778-5f3123d0bd1f","6/6/2024 5:54:27 PM","mbell5@macalester.edu_MacGIS",NA,"No",8.36,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.1685378956718,44.9380269763856
"348",361,"4df06a87-b8af-4a70-92bf-753c73ff6676","6/6/2024 5:57:20 PM","areynol1@macalester.edu_MacGIS",NA,"No",22.23,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1684781038065,44.9379858996867
"349",362,"a58ee17c-18c9-4d87-bf17-f5168102bbaf","6/6/2024 5:58:08 PM","mbell5@macalester.edu_MacGIS",NA,"No",23.23,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.168558741078,44.9379932855715
"350",363,"494c1e07-a7ac-4cc4-9d69-f9aed58f159d","6/6/2024 5:59:20 PM","mbell5@macalester.edu_MacGIS",NA,"No",24.7,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.16857946072,44.9379006614842
"351",364,"f736357c-87b1-4fcd-a21f-89400023437d","6/6/2024 6:00:58 PM","mbell5@macalester.edu_MacGIS",NA,"No",21.38,"Amur corktree",52.2,"Amur corktree","Phellodendron amurense",-93.1686486157255,44.9378720195883
"352",365,"b8565d51-4ac9-4492-a6bb-8659ee56a94e","6/6/2024 6:02:53 PM","mbell5@macalester.edu_MacGIS",NA,"No",28.8,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1684216321145,44.9378703160304
"353",366,"6ebdcc7f-e2d0-4754-93ac-4a35bcb3afa7","6/6/2024 6:03:44 PM","mbell5@macalester.edu_MacGIS",NA,"No",27.9,"Green ash",NA,"Green ash","Fraxinus pennsylvanica",-93.1683395665217,44.9379642831709
"354",367,"4dfb92e3-14c1-4aaa-b75a-e10d4ca9801c","6/6/2024 6:04:35 PM","mbell5@macalester.edu_MacGIS","Paul Gerdes","Yes",8.6,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1683049274844,44.9380507695336
"355",368,"0f7fc9eb-89b2-4820-8f81-bbf7f25af941","6/6/2024 6:05:32 PM","mbell5@macalester.edu_MacGIS","Eric A. Johnson","Yes",9.6,"Lily magnolia",NA,"Lily magnolia","Magnolia liliiflora",-93.1683425570133,44.9381210100384
"356",369,"61959314-ae59-4acf-9d01-cfae9da8104e","6/6/2024 6:06:23 PM","mbell5@macalester.edu_MacGIS",NA,"No",45.3,"Hackberry",46.6,"Hackberry","Celtis occidentalis",-93.1683440679796,44.9382356832326
